,side_effects
16,"['Along', 'needed', 'effects', 'medicine', 'may', 'cause', 'unwanted', 'effects', 'Although', 'side', 'effects', 'may', 'occur', 'occur', 'may', 'need', 'medical', 'attention', 'Check', 'doctor', 'immediately', 'following', 'side', 'effects', 'occur', 'Incidence', 'known', 'Blistering', 'peeling', 'loosening', 'skin', 'bloating', 'chills', 'clay-colored', 'stools', 'constipation', 'cough', 'dark', 'urine', 'decreased', 'appetite', 'diarrhea', 'diarrhea', 'watery', 'severe', 'may', 'also', 'bloody', 'difficulty', 'swallowing', 'dizziness', 'fast', 'heartbeat', 'feeling', 'discomfort', 'fever', 'headache', 'hives', 'itching', 'puffiness', 'swelling', 'eyelids', 'around', 'eyes', 'face', 'lips', 'tongue', 'hives', 'welts', 'itching', 'rash', 'increased', 'thirst', 'indigestion', 'inflammation', 'joints', 'joint', 'muscle', 'pain', 'large', 'hive-like', 'swelling', 'face', 'eyelids', 'lips', 'tongue', 'throat', 'hands', 'legs', 'feet', 'sex', 'organs', 'loss', 'appetite', 'nausea', 'numbness', 'tingling', 'face', 'hands', 'feet', 'pain', 'stomach', 'side', 'abdomen', 'possibly', 'radiating', 'back', 'red', 'skin', 'lesions', 'often', 'purple', 'center', 'redness', 'soreness', 'eyes', 'redness', 'skin', 'sore', 'throat', 'sores', 'ulcers', 'white', 'spots', 'mouth', 'lips', 'stomach', 'cramps', 'stomach', 'pain', 'tenderness', 'swelling', 'feet', 'lower', 'legs', 'swollen', 'painful', 'tender', 'lymph', 'glands', 'neck', 'armpit', 'groin', 'tightness', 'chest', 'unusual', 'tiredness', 'weakness', 'unusual', 'weight', 'loss', 'vomiting', 'yellow', 'eyes', 'skin', 'Some', 'side', 'effects', 'may', 'occur', 'usually', 'need', 'medical', 'attention', 'These', 'side', 'effects', 'may', 'go', 'away', 'treatment', 'body', 'adjusts', 'medicine', 'Also', 'health', 'care', 'professional', 'may', 'able', 'tell', 'ways', 'prevent', 'reduce', 'side', 'effects', 'Check', 'health', 'care', 'professional', 'following', 'side', 'effects', 'continue', 'bothersome', 'questions', 'Incidence', 'known', 'Back', 'leg', 'stomach', 'pains', 'black', 'tarry', 'stools', 'bleeding', 'gums', 'blood', 'urine', 'stools', 'blurred', 'vision', 'bulging', 'soft', 'spot', 'head', 'infant', 'change', 'ability', 'see', 'colors', 'especially', 'blue', 'yellow', 'chest', 'pain', 'discomfort', 'burning', 'cracks', 'skin', 'decrease', 'vision', 'difficulty', 'breathing', 'discoloration', 'thyroid', 'glands', 'double', 'vision', 'general', 'body', 'swelling', 'heartburn', 'increased', 'sensitivity', 'skin', 'sunlight', 'loss', 'heat', 'body', 'lower', 'back', 'side', 'pain', 'nosebleeds', 'pain', 'burning', 'throat', 'pain', 'swallowing', 'painful', 'difficult', 'urination', 'pale', 'skin', 'pinpoint', 'red', 'spots', 'skin', 'rash', 'flat', 'lesions', 'small', 'raised', 'lesions', 'skin', 'red', 'swollen', 'skin', 'redness', 'discoloration', 'skin', 'redness', 'swelling', 'soreness', 'tongue', 'scaly', 'skin', 'severe', 'nausea', 'severe', 'stomach', 'pain', 'severe', 'sunburn', 'tooth', 'discoloration', 'unusual', 'bleeding', 'bruising', 'vomiting', 'blood', 'Other', 'side', 'effects', 'listed', 'may', 'also', 'occur', 'patients', 'If', 'notice', 'effects', 'check', 'healthcare', 'professional', 'Call', 'doctor', 'medical', 'advice', 'side', 'effects', 'You', 'may', 'report', 'side', 'effects', 'FDA', '1-800-FDA-1088', 'Doryx', 'side', 'effects']"
17,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Call', 'doctor', 'severe', 'blistering', 'peeling', 'red', 'skin', 'rash', 'fever', 'chills', 'body', 'aches', 'flu', 'symptoms', 'pale', 'yellowed', 'skin', 'easy', 'bruising', 'bleeding', 'signs', 'new', 'infection', 'Common', 'tetracycline', 'side', 'effects', 'may', 'include', 'nausea', 'vomiting', 'diarrhea', 'upset', 'stomach', 'loss', 'appetite', 'white', 'patches', 'sores', 'inside', 'mouth', 'lips', 'swollen', 'tongue', 'black', '``', 'hairy', ""''"", 'tongue', 'trouble', 'swallowing', 'sores', 'swelling', 'rectal', 'genital', 'area', 'vaginal', 'itching', 'discharge']"
18,"['skin', 'rash', 'fever', 'swollen', 'glands', 'joint', 'pain', 'muscle', 'aches', 'severe', 'weakness', 'pale', 'skin', 'unusual', 'bruising', 'yellowing', 'skin', 'eyes', 'Call', 'doctor', 'severe', 'stomach', 'pain', 'diarrhea', 'watery', 'bloody', 'even', 'occurs', 'months', 'last', 'dose', 'skin', 'rash', 'matter', 'mild', 'yellowing', 'skin', 'eyes', 'seizure', 'new', 'unusual', 'joint', 'pain', 'increased', 'decreased', 'urination', 'swelling', 'bruising', 'irritation', 'around', 'IV', 'needle', 'increased', 'thirst', 'dry', 'mouth', 'fruity', 'breath', 'odor', 'new', 'worsening', 'cough', 'fever', 'trouble', 'breathing', 'high', 'potassium', 'level', 'nausea', 'weakness', 'tingly', 'feeling', 'chest', 'pain', 'irregular', 'heartbeats', 'loss', 'movement', 'low', 'sodium', 'level', 'headache', 'confusion', 'slurred', 'speech', 'severe', 'weakness', 'vomiting', 'loss', 'coordination', 'feeling', 'unsteady', 'low', 'blood', 'cell', 'counts', 'fever', 'chills', 'mouth', 'sores', 'skin', 'sores', 'easy', 'bruising', 'unusual', 'bleeding', 'pale', 'skin', 'cold', 'hands', 'feet', 'feeling', 'light-headed', 'short', 'breath', 'Common', 'Septra', 'side', 'effects', 'may', 'include', 'nausea', 'vomiting', 'loss', 'appetite', 'skin', 'rash']"
19,"['skin', 'rash', 'fever', 'swollen', 'glands', 'muscle', 'aches', 'severe', 'weakness', 'unusual', 'bruising', 'yellowing', 'skin', 'eyes', 'Call', 'doctor', 'bronchospasm', 'wheezing', 'chest', 'tightness', 'trouble', 'breathing', 'seizure', 'kidney', 'problems', 'little', 'urination', 'swelling', 'feet', 'ankles', 'feeling', 'tired', 'short', 'breath', 'low', 'blood', 'cell', 'counts', 'fever', 'chills', 'tiredness', 'mouth', 'sores', 'skin', 'sores', 'easy', 'bruising', 'unusual', 'bleeding', 'pale', 'skin', 'cold', 'hands', 'feet', 'feeling', 'light-headed', 'short', 'breath', 'increased', 'pressure', 'inside', 'skull', 'severe', 'headaches', 'ringing', 'ears', 'dizziness', 'vision', 'problems', 'pain', 'behind', 'eyes', 'signs', 'liver', 'pancreas', 'problems', 'loss', 'appetite', 'upper', 'stomach', 'pain', 'may', 'spread', 'back', 'nausea', 'vomiting', 'loss', 'appetite', 'easy', 'bruising', 'bleeding', 'dark', 'urine', 'jaundice', 'yellowing', 'skin', 'eyes', 'Common', 'Solodyn', 'side', 'effects', 'may', 'include', 'numbness', 'tingling', 'burning', 'pain', 'hair', 'loss', 'discoloration', 'skin', 'nails', 'dizziness', 'spinning', 'sensation', 'muscle', 'joint', 'pain', 'nausea', 'diarrhea', 'loss', 'appetite', 'swollen', 'tongue', 'cough', 'trouble', 'swallowing', 'rash', 'itching', 'headache']"
20,"['hives', 'difficult', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'Tazorac', 'call', 'doctor', 'severe', 'skin', 'irritation', 'pain', 'dryness', 'flaking', 'peeling', 'burning', 'stinging', 'itching', 'applying', 'medicine', 'blistering', 'peeling', 'skin', 'severe', 'redness', 'discomfort', 'swelling', 'warmth', 'oozing', 'signs', 'skin', 'infection', 'Common', 'Tazorac', 'side', 'effects', 'may', 'include', 'dry', 'scaly', 'peeling', 'skin', 'skin', 'pain', 'redness', 'burning', 'itching', 'irritation', 'treated', 'skin']"
21,"['Along', 'needed', 'effects', 'medicine', 'may', 'cause', 'unwanted', 'effects', 'Although', 'side', 'effects', 'may', 'occur', 'occur', 'may', 'need', 'medical', 'attention', 'Check', 'doctor', 'immediately', 'following', 'side', 'effects', 'occur', 'Incidence', 'known', 'Blistering', 'peeling', 'loosening', 'skin', 'bloating', 'chills', 'clay-colored', 'stools', 'constipation', 'cough', 'dark', 'urine', 'decreased', 'appetite', 'diarrhea', 'diarrhea', 'watery', 'severe', 'may', 'also', 'bloody', 'difficulty', 'swallowing', 'dizziness', 'fast', 'heartbeat', 'feeling', 'discomfort', 'fever', 'headache', 'hives', 'itching', 'puffiness', 'swelling', 'eyelids', 'around', 'eyes', 'face', 'lips', 'tongue', 'hives', 'welts', 'itching', 'rash', 'increased', 'thirst', 'indigestion', 'inflammation', 'joints', 'joint', 'muscle', 'pain', 'large', 'hive-like', 'swelling', 'face', 'eyelids', 'lips', 'tongue', 'throat', 'hands', 'legs', 'feet', 'sex', 'organs', 'loss', 'appetite', 'nausea', 'numbness', 'tingling', 'face', 'hands', 'feet', 'pain', 'stomach', 'side', 'abdomen', 'possibly', 'radiating', 'back', 'red', 'skin', 'lesions', 'often', 'purple', 'center', 'redness', 'soreness', 'eyes', 'redness', 'skin', 'sore', 'throat', 'sores', 'ulcers', 'white', 'spots', 'mouth', 'lips', 'stomach', 'cramps', 'stomach', 'pain', 'tenderness', 'swelling', 'feet', 'lower', 'legs', 'swollen', 'painful', 'tender', 'lymph', 'glands', 'neck', 'armpit', 'groin', 'tightness', 'chest', 'unusual', 'tiredness', 'weakness', 'unusual', 'weight', 'loss', 'vomiting', 'yellow', 'eyes', 'skin', 'Some', 'side', 'effects', 'may', 'occur', 'usually', 'need', 'medical', 'attention', 'These', 'side', 'effects', 'may', 'go', 'away', 'treatment', 'body', 'adjusts', 'medicine', 'Also', 'health', 'care', 'professional', 'may', 'able', 'tell', 'ways', 'prevent', 'reduce', 'side', 'effects', 'Check', 'health', 'care', 'professional', 'following', 'side', 'effects', 'continue', 'bothersome', 'questions', 'Incidence', 'known', 'Back', 'leg', 'stomach', 'pains', 'black', 'tarry', 'stools', 'bleeding', 'gums', 'blood', 'urine', 'stools', 'blurred', 'vision', 'bulging', 'soft', 'spot', 'head', 'infant', 'change', 'ability', 'see', 'colors', 'especially', 'blue', 'yellow', 'chest', 'pain', 'discomfort', 'burning', 'cracks', 'skin', 'decrease', 'vision', 'difficulty', 'breathing', 'discoloration', 'thyroid', 'glands', 'double', 'vision', 'general', 'body', 'swelling', 'heartburn', 'increased', 'sensitivity', 'skin', 'sunlight', 'loss', 'heat', 'body', 'lower', 'back', 'side', 'pain', 'nosebleeds', 'pain', 'burning', 'throat', 'pain', 'swallowing', 'painful', 'difficult', 'urination', 'pale', 'skin', 'pinpoint', 'red', 'spots', 'skin', 'rash', 'flat', 'lesions', 'small', 'raised', 'lesions', 'skin', 'red', 'swollen', 'skin', 'redness', 'discoloration', 'skin', 'redness', 'swelling', 'soreness', 'tongue', 'scaly', 'skin', 'severe', 'nausea', 'severe', 'stomach', 'pain', 'severe', 'sunburn', 'tooth', 'discoloration', 'unusual', 'bleeding', 'bruising', 'vomiting', 'blood', 'Other', 'side', 'effects', 'listed', 'may', 'also', 'occur', 'patients', 'If', 'notice', 'effects', 'check', 'healthcare', 'professional', 'Call', 'doctor', 'medical', 'advice', 'side', 'effects', 'You', 'may', 'report', 'side', 'effects', 'FDA', '1-800-FDA-1088', 'Vibramycin', 'side', 'effects']"
22,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Signs', 'liver', 'problems', 'like', 'dark', 'urine', 'feeling', 'tired', 'hungry', 'upset', 'stomach', 'stomach', 'pain', 'light-colored', 'stools', 'throwing', 'yellow', 'skin', 'eyes', 'Signs', 'pancreas', 'problem', 'pancreatitis', 'like', 'bad', 'stomach', 'pain', 'bad', 'back', 'pain', 'bad', 'upset', 'stomach', 'throwing', 'Chest', 'pain', 'pressure', 'fast', 'heartbeat', 'Not', 'able', 'pass', 'urine', 'change', 'much', 'urine', 'passed', 'Fever', 'chills', 'sore', 'throat', 'unexplained', 'bruising', 'bleeding', 'feeling', 'tired', 'weak', 'Throat', 'irritation', 'Trouble', 'swallowing', 'Muscle', 'joint', 'pain', 'Fast', 'breathing', 'Flushing', 'Very', 'bad', 'dizziness', 'passing', 'Change', 'skin', 'color', 'Swollen', 'gland', 'Vaginal', 'itching', 'discharge', 'Diarrhea', 'common', 'antibiotics', 'Rarely', 'severe', 'form', 'called', 'C', 'diff–associated', 'diarrhea', 'CDAD', 'may', 'happen', 'Sometimes', 'led', 'deadly', 'bowel', 'problem', 'colitis', 'CDAD', 'may', 'happen', 'months', 'taking', 'antibiotics', 'Call', 'doctor', 'right', 'away', 'stomach', 'pain', 'cramps', 'loose', 'watery', 'bloody', 'stools', 'Check', 'doctor', 'treating', 'diarrhea', 'Raised', 'pressure', 'brain', 'happened', 'Acticlate', 'doxycycline', 'tablets', 'capsules', 'Most', 'time', 'go', 'back', 'normal', 'Acticlate', 'doxycycline', 'tablets', 'capsules', 'stopped', 'Sometimes', 'loss', 'eyesight', 'may', 'happen', 'may', 'go', 'away', 'even', 'Acticlate', 'doxycycline', 'tablets', 'capsules', 'stopped', 'Call', 'doctor', 'right', 'away', 'headache', 'eyesight', 'problems', 'like', 'blurred', 'eyesight', 'seeing', 'double', 'loss', 'eyesight', 'Acticlate', 'side', 'effects']"
23,"['Benzoyl', 'peroxide', 'cause', 'rare', 'serious', 'allergic', 'reaction', 'severe', 'skin', 'irritation', 'These', 'reactions', 'may', 'occur', 'minutes', 'apply', 'medicine', 'within', 'day', 'longer', 'afterward', 'Stop', 'using', 'benzoyl', 'peroxide', 'clindamycin', 'topical', 'get', 'emergency', 'medical', 'help', 'signs', 'allergic', 'reaction', 'hives', 'itching', 'difficult', 'breathing', 'feeling', 'light-headed', 'swelling', 'face', 'lips', 'tongue', 'throat', 'This', 'medicine', 'may', 'cause', 'serious', 'side', 'effects', 'Stop', 'using', 'medicine', 'call', 'doctor', 'severe', 'redness', 'burning', 'stinging', 'peeling', 'treated', 'skin', 'areas', 'diarrhea', 'watery', 'bloody', 'Common', 'side', 'effects', 'benzoyl', 'peroxide', 'clindamycin', 'topical', 'may', 'include', 'mild', 'burning', 'stinging', 'itching', 'tingly', 'feeling', 'dryness', 'peeling', 'treated', 'skin', 'redness', 'irritation']"
24,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Signs', 'liver', 'problems', 'like', 'dark', 'urine', 'feeling', 'tired', 'hungry', 'upset', 'stomach', 'stomach', 'pain', 'light-colored', 'stools', 'throwing', 'yellow', 'skin', 'eyes', 'Signs', 'pancreas', 'problem', 'pancreatitis', 'like', 'bad', 'stomach', 'pain', 'bad', 'back', 'pain', 'bad', 'upset', 'stomach', 'throwing', 'Chest', 'pain', 'pressure', 'fast', 'heartbeat', 'Not', 'able', 'pass', 'urine', 'change', 'much', 'urine', 'passed', 'Fever', 'chills', 'sore', 'throat', 'unexplained', 'bruising', 'bleeding', 'feeling', 'tired', 'weak', 'Throat', 'irritation', 'Trouble', 'swallowing', 'Muscle', 'joint', 'pain', 'Fast', 'breathing', 'Flushing', 'Very', 'bad', 'dizziness', 'passing', 'Change', 'skin', 'color', 'Swollen', 'gland', 'Vaginal', 'itching', 'discharge', 'Diarrhea', 'common', 'antibiotics', 'Rarely', 'severe', 'form', 'called', 'C', 'diff–associated', 'diarrhea', 'CDAD', 'may', 'happen', 'Sometimes', 'led', 'deadly', 'bowel', 'problem', 'colitis', 'CDAD', 'may', 'happen', 'months', 'taking', 'antibiotics', 'Call', 'doctor', 'right', 'away', 'stomach', 'pain', 'cramps', 'loose', 'watery', 'bloody', 'stools', 'Check', 'doctor', 'treating', 'diarrhea', 'Raised', 'pressure', 'brain', 'happened', 'Doxy', '100', 'doxycycline', 'injection', 'Most', 'time', 'go', 'back', 'normal', 'Doxy', '100', 'doxycycline', 'injection', 'stopped', 'Sometimes', 'loss', 'eyesight', 'may', 'happen', 'may', 'go', 'away', 'even', 'Doxy', '100', 'doxycycline', 'injection', 'stopped', 'Call', 'doctor', 'right', 'away', 'headache', 'eyesight', 'problems', 'like', 'blurred', 'eyesight', 'seeing', 'double', 'loss', 'eyesight', 'Doxy', '100', 'side', 'effects']"
25,"['severe', 'stomach', 'pain', 'diarrhea', 'watery', 'bloody', 'even', 'occurs', 'months', 'last', 'dose', 'unusual', 'tiredness', 'feeling', 'light-headed', 'short', 'breath', 'easy', 'bruising', 'unusual', 'bleeding', 'purple', 'red', 'spots', 'skin', 'seizure', 'pale', 'skin', 'cold', 'hands', 'feet', 'yellowed', 'skin', 'dark', 'colored', 'urine', 'fever', 'weakness', 'pain', 'side', 'lower', 'back', 'painful', 'urination', 'Common', 'Keflex', 'side', 'effects', 'may', 'include', 'diarrhea', 'nausea', 'vomiting', 'indigestion', 'stomach', 'pain', 'vaginal', 'itching', 'discharge']"
26,"['skin', 'rash', 'fever', 'swollen', 'glands', 'joint', 'pain', 'muscle', 'aches', 'severe', 'weakness', 'pale', 'skin', 'unusual', 'bruising', 'yellowing', 'skin', 'eyes', 'Sulfamethoxazole', 'trimethoprim', 'may', 'cause', 'serious', 'side', 'effects', 'Call', 'doctor', 'severe', 'stomach', 'pain', 'diarrhea', 'watery', 'bloody', 'even', 'occurs', 'months', 'last', 'dose', 'skin', 'rash', 'matter', 'mild', 'yellowing', 'skin', 'eyes', 'seizure', 'new', 'unusual', 'joint', 'pain', 'increased', 'decreased', 'urination', 'swelling', 'bruising', 'irritation', 'around', 'IV', 'needle', 'increased', 'thirst', 'dry', 'mouth', 'fruity', 'breath', 'odor', 'new', 'worsening', 'cough', 'fever', 'trouble', 'breathing', 'high', 'blood', 'potassium', '--', 'nausea', 'weakness', 'tingly', 'feeling', 'chest', 'pain', 'irregular', 'heartbeats', 'loss', 'movement', 'low', 'blood', 'sodium', '--', 'headache', 'confusion', 'problems', 'thinking', 'memory', 'weakness', 'feeling', 'unsteady', 'low', 'blood', 'cell', 'counts', '--', 'fever', 'chills', 'mouth', 'sores', 'skin', 'sores', 'easy', 'bruising', 'unusual', 'bleeding', 'pale', 'skin', 'cold', 'hands', 'feet', 'feeling', 'light-headed', 'short', 'breath', 'Common', 'side', 'effects', 'sulfamethoxazole', 'trimethoprim', 'may', 'include', 'nausea', 'vomiting', 'loss', 'appetite', 'skin', 'rash']"
27,"['hives', 'difficulty', 'breathing', 'swelling', 'face', 'lips', 'tongue', 'throat', 'Stop', 'using', 'medicine', 'call', 'doctor', 'serious', 'side', 'effects', 'severe', 'redness', 'burning', 'stinging', 'peeling', 'treated', 'skin', 'areas', 'diarrhea', 'watery', 'bloody', 'Less', 'serious', 'Benzaclin', 'side', 'effects', 'may', 'include', 'mild', 'burning', 'stinging', 'itching', 'tingly', 'feeling', 'dryness', 'peeling', 'treated', 'skin', 'redness', 'irritation']"
28,"['Along', 'needed', 'effects', 'medicine', 'may', 'cause', 'unwanted', 'effects', 'Although', 'side', 'effects', 'may', 'occur', 'occur', 'may', 'need', 'medical', 'attention', 'Check', 'doctor', 'immediately', 'following', 'side', 'effects', 'occur', 'Incidence', 'known', 'Blistering', 'peeling', 'loosening', 'skin', 'bloating', 'chills', 'clay-colored', 'stools', 'constipation', 'cough', 'dark', 'urine', 'decreased', 'appetite', 'diarrhea', 'diarrhea', 'watery', 'severe', 'may', 'also', 'bloody', 'difficulty', 'swallowing', 'dizziness', 'fast', 'heartbeat', 'feeling', 'discomfort', 'fever', 'headache', 'hives', 'itching', 'puffiness', 'swelling', 'eyelids', 'around', 'eyes', 'face', 'lips', 'tongue', 'hives', 'welts', 'itching', 'rash', 'increased', 'thirst', 'indigestion', 'inflammation', 'joints', 'joint', 'muscle', 'pain', 'large', 'hive-like', 'swelling', 'face', 'eyelids', 'lips', 'tongue', 'throat', 'hands', 'legs', 'feet', 'sex', 'organs', 'loss', 'appetite', 'nausea', 'numbness', 'tingling', 'face', 'hands', 'feet', 'pain', 'stomach', 'side', 'abdomen', 'possibly', 'radiating', 'back', 'red', 'skin', 'lesions', 'often', 'purple', 'center', 'redness', 'soreness', 'eyes', 'redness', 'skin', 'sore', 'throat', 'sores', 'ulcers', 'white', 'spots', 'mouth', 'lips', 'stomach', 'cramps', 'stomach', 'pain', 'tenderness', 'swelling', 'feet', 'lower', 'legs', 'swollen', 'painful', 'tender', 'lymph', 'glands', 'neck', 'armpit', 'groin', 'tightness', 'chest', 'unusual', 'tiredness', 'weakness', 'unusual', 'weight', 'loss', 'vomiting', 'yellow', 'eyes', 'skin', 'Some', 'side', 'effects', 'may', 'occur', 'usually', 'need', 'medical', 'attention', 'These', 'side', 'effects', 'may', 'go', 'away', 'treatment', 'body', 'adjusts', 'medicine', 'Also', 'health', 'care', 'professional', 'may', 'able', 'tell', 'ways', 'prevent', 'reduce', 'side', 'effects', 'Check', 'health', 'care', 'professional', 'following', 'side', 'effects', 'continue', 'bothersome', 'questions', 'Incidence', 'known', 'Back', 'leg', 'stomach', 'pains', 'black', 'tarry', 'stools', 'bleeding', 'gums', 'blood', 'urine', 'stools', 'blurred', 'vision', 'bulging', 'soft', 'spot', 'head', 'infant', 'change', 'ability', 'see', 'colors', 'especially', 'blue', 'yellow', 'chest', 'pain', 'discomfort', 'burning', 'cracks', 'skin', 'decrease', 'vision', 'difficulty', 'breathing', 'discoloration', 'thyroid', 'glands', 'double', 'vision', 'general', 'body', 'swelling', 'heartburn', 'increased', 'sensitivity', 'skin', 'sunlight', 'loss', 'heat', 'body', 'lower', 'back', 'side', 'pain', 'nosebleeds', 'pain', 'burning', 'throat', 'pain', 'swallowing', 'painful', 'difficult', 'urination', 'pale', 'skin', 'pinpoint', 'red', 'spots', 'skin', 'rash', 'flat', 'lesions', 'small', 'raised', 'lesions', 'skin', 'red', 'swollen', 'skin', 'redness', 'discoloration', 'skin', 'redness', 'swelling', 'soreness', 'tongue', 'scaly', 'skin', 'severe', 'nausea', 'severe', 'stomach', 'pain', 'severe', 'sunburn', 'tooth', 'discoloration', 'unusual', 'bleeding', 'bruising', 'vomiting', 'blood', 'Other', 'side', 'effects', 'listed', 'may', 'also', 'occur', 'patients', 'If', 'notice', 'effects', 'check', 'healthcare', 'professional', 'Call', 'doctor', 'medical', 'advice', 'side', 'effects', 'You', 'may', 'report', 'side', 'effects', 'FDA', '1-800-FDA-1088', 'Monodox', 'side', 'effects']"
29,"['WARNING/CAUTION', 'Even', 'though', 'may', 'rare', 'people', 'may', 'bad', 'sometimes', 'deadly', 'side', 'effects', 'taking', 'drug', 'Tell', 'doctor', 'get', 'medical', 'help', 'right', 'away', 'following', 'signs', 'symptoms', 'may', 'related', 'bad', 'side', 'effect', 'Signs', 'allergic', 'reaction', 'like', 'rash', 'hives', 'itching', 'red', 'swollen', 'blistered', 'peeling', 'skin', 'without', 'fever', 'wheezing', 'tightness', 'chest', 'throat', 'trouble', 'breathing', 'swallowing', 'talking', 'unusual', 'hoarseness', 'swelling', 'mouth', 'face', 'lips', 'tongue', 'throat', 'Signs', 'liver', 'problems', 'like', 'dark', 'urine', 'feeling', 'tired', 'hungry', 'upset', 'stomach', 'stomach', 'pain', 'light-colored', 'stools', 'throwing', 'yellow', 'skin', 'eyes', 'Signs', 'pancreas', 'problem', 'pancreatitis', 'like', 'bad', 'stomach', 'pain', 'bad', 'back', 'pain', 'bad', 'upset', 'stomach', 'throwing', 'Chest', 'pain', 'pressure', 'fast', 'heartbeat', 'Not', 'able', 'pass', 'urine', 'change', 'much', 'urine', 'passed', 'Fever', 'chills', 'sore', 'throat', 'unexplained', 'bruising', 'bleeding', 'feeling', 'tired', 'weak', 'Throat', 'irritation', 'Trouble', 'swallowing', 'Muscle', 'joint', 'pain', 'Fast', 'breathing', 'Flushing', 'Very', 'bad', 'dizziness', 'passing', 'Change', 'skin', 'color', 'Swollen', 'gland', 'Vaginal', 'itching', 'discharge', 'Diarrhea', 'common', 'antibiotics', 'Rarely', 'severe', 'form', 'called', 'C', 'diff–associated', 'diarrhea', 'CDAD', 'may', 'happen', 'Sometimes', 'led', 'deadly', 'bowel', 'problem', 'colitis', 'CDAD', 'may', 'happen', 'months', 'taking', 'antibiotics', 'Call', 'doctor', 'right', 'away', 'stomach', 'pain', 'cramps', 'loose', 'watery', 'bloody', 'stools', 'Check', 'doctor', 'treating', 'diarrhea', 'Raised', 'pressure', 'brain', 'happened', 'TargaDOX', 'doxycycline', 'tablets', 'capsules', 'Most', 'time', 'go', 'back', 'normal', 'TargaDOX', 'doxycycline', 'tablets', 'capsules', 'stopped', 'Sometimes', 'loss', 'eyesight', 'may', 'happen', 'may', 'go', 'away', 'even', 'TargaDOX', 'doxycycline', 'tablets', 'capsules', 'stopped', 'Call', 'doctor', 'right', 'away', 'headache', 'eyesight', 'problems', 'like', 'blurred', 'eyesight', 'seeing', 'double', 'loss', 'eyesight', 'Targadox', 'side', 'effects']"
